id,customer_id,account_id,transaction_type,amount,merchant,category,location,device_id,beneficiary,description,timestamp
60,1,1,DEBIT,5717.35,Netflix,Entertainment,Gandhinagar,DEVICE_0001,,Entertainment transaction,2026-07-05T04:45:01.430392
61,1,1,DEBIT,2009.2,Jio,Utilities,Gandhinagar,DEVICE_0001,,Utilities transaction,2026-05-12T04:45:01.430392
62,2,2,CREDIT,90397.88,Employer,Salary,Vadodara,DEVICE_0002,,Monthly salary credit,2026-08-18T04:45:01.430392
63,2,2,DEBIT,5449.68,Uber,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-06-18T04:45:01.430392
64,2,2,DEBIT,1009.85,Airtel,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-08-24T04:45:01.430392
65,2,2,DEBIT,5503.07,Swiggy,Food,Vadodara,DEVICE_0002,,Food transaction,2026-07-17T04:45:01.430392
66,2,2,DEBIT,4955.79,Jio,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-03-24T04:45:01.430392
67,2,2,DEBIT,7001.68,BigBasket,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-04-23T04:45:01.430392
68,2,2,DEBIT,834.99,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-06-03T04:45:01.430392
69,2,2,DEBIT,2059.63,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-08-12T04:45:01.430392
70,2,2,DEBIT,2791.83,Reliance Fresh,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-03-24T04:45:01.430392
71,2,2,DEBIT,4310.53,Uber,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-04-02T04:45:01.430392
72,2,2,DEBIT,961.87,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-07-15T04:45:01.430392
73,2,2,DEBIT,375.97,Reliance Fresh,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-04-22T04:45:01.430392
74,2,2,DEBIT,6635.92,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-07-18T04:45:01.430392
75,2,2,DEBIT,644.53,Apollo Pharmacy,Healthcare,Vadodara,DEVICE_0002,,Healthcare transaction,2026-05-17T04:45:01.430392
76,2,2,DEBIT,2324.95,Electricity Board,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-05-31T04:45:01.430392
77,2,2,DEBIT,1182.89,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-09-03T04:45:01.430392
78,2,2,DEBIT,7203.19,Uber,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-08-14T04:45:01.430392
79,2,2,DEBIT,1851.07,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-04-28T04:45:01.430392
80,2,2,DEBIT,2932.89,Swiggy,Food,Vadodara,DEVICE_0002,,Food transaction,2026-06-10T04:45:01.430392
81,2,2,DEBIT,6875.88,Apollo Pharmacy,Healthcare,Vadodara,DEVICE_0002,,Healthcare transaction,2026-03-18T04:45:01.430392
82,2,2,DEBIT,3147.23,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-08-04T04:45:01.430392
83,2,2,DEBIT,4805.3,BigBasket,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-05-10T04:45:01.430392
84,2,2,DEBIT,3069.8,BookMyShow,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-07-03T04:45:01.430392
85,2,2,DEBIT,5053.94,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-07-19T04:45:01.430392
86,2,2,DEBIT,3327.03,Reliance Fresh,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-07-14T04:45:01.430392
87,2,2,DEBIT,2750.35,Jio,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-03-21T04:45:01.430392
88,2,2,DEBIT,4028.59,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-03-31T04:45:01.430392
89,2,2,DEBIT,625.78,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-07-04T04:45:01.430392
90,2,2,DEBIT,7008.27,Zomato,Food,Vadodara,DEVICE_0002,,Food transaction,2026-05-19T04:45:01.430392
91,2,2,DEBIT,4860.48,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-04-01T04:45:01.430392
92,2,2,DEBIT,4399.03,Apollo Pharmacy,Healthcare,Vadodara,DEVICE_0002,,Healthcare transaction,2026-09-07T04:45:01.430392
93,2,2,DEBIT,5732.61,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-07-12T04:45:01.430392
94,2,2,DEBIT,5733.9,Swiggy,Food,Vadodara,DEVICE_0002,,Food transaction,2026-07-22T04:45:01.430392
95,2,2,DEBIT,6035.14,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-04-24T04:45:01.430392
96,2,2,DEBIT,4323.35,Zomato,Food,Vadodara,DEVICE_0002,,Food transaction,2026-07-15T04:45:01.430392
97,2,2,DEBIT,5645.23,Ola,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-04-13T04:45:01.430392
98,2,2,DEBIT,2149.75,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-08-06T04:45:01.430392
99,2,2,DEBIT,3998.7,Swiggy,Food,Vadodara,DEVICE_0002,,Food transaction,2026-07-30T04:45:01.430392
100,2,2,DEBIT,4848.45,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-09-06T04:45:01.430392
101,2,2,DEBIT,304.5,Swiggy,Food,Vadodara,DEVICE_0002,,Food transaction,2026-07-14T04:45:01.430392
102,2,2,DEBIT,2476.71,BookMyShow,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-07-30T04:45:01.430392
103,2,2,DEBIT,568.46,Uber,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-05-28T04:45:01.430392
104,2,2,DEBIT,999.16,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-08-27T04:45:01.430392
105,2,2,DEBIT,3352.2,Reliance Fresh,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-06-12T04:45:01.430392
106,2,2,DEBIT,4374.56,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-05-20T04:45:01.430392
107,2,2,DEBIT,1757.9,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-04-08T04:45:01.430392
108,2,2,DEBIT,5313.85,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-03-28T04:45:01.430392
109,2,2,DEBIT,2321.01,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-04-01T04:45:01.430392
110,2,2,DEBIT,627.71,Amazon,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-05-13T04:45:01.430392
111,2,2,DEBIT,3024.1,Jio,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-03-21T04:45:01.430392
112,2,2,DEBIT,3647.49,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-05-22T04:45:01.430392
113,2,2,DEBIT,6523.49,Flipkart,Shopping,Vadodara,DEVICE_0002,,Shopping transaction,2026-06-22T04:45:01.430392
114,2,2,DEBIT,1243.06,BookMyShow,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-08-11T04:45:01.430392
115,2,2,DEBIT,4590.09,Uber,Transport,Vadodara,DEVICE_0002,,Transport transaction,2026-04-16T04:45:01.430392
116,2,2,DEBIT,5207.74,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-06-07T04:45:01.430392
117,2,2,DEBIT,3930.79,BookMyShow,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-05-19T04:45:01.430392
118,2,2,DEBIT,4457.26,Netflix,Entertainment,Vadodara,DEVICE_0002,,Entertainment transaction,2026-08-18T04:45:01.430392
119,2,2,DEBIT,5134.79,Airtel,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-03-29T04:45:01.430392
120,2,2,DEBIT,6371.88,Apollo Pharmacy,Healthcare,Vadodara,DEVICE_0002,,Healthcare transaction,2026-04-24T04:45:01.430392
121,2,2,DEBIT,6286.0,Electricity Board,Utilities,Vadodara,DEVICE_0002,,Utilities transaction,2026-05-25T04:45:01.430392
122,2,2,DEBIT,6444.91,Reliance Fresh,Groceries,Vadodara,DEVICE_0002,,Groceries transaction,2026-05-30T04:45:01.430392
123,3,3,CREDIT,55819.84,Employer,Salary,Hyderabad,DEVICE_0003,,Monthly salary credit,2026-09-02T04:45:01.430392
124,3,3,DEBIT,2134.44,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-29T04:45:01.430392
125,3,3,DEBIT,605.6,Electricity Board,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-26T04:45:01.430392
126,3,3,DEBIT,3037.08,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-06-09T04:45:01.430392
127,3,3,DEBIT,3129.7,Swiggy,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-05-14T04:45:01.430392
128,3,3,DEBIT,589.13,Flipkart,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-08-22T04:45:01.430392
129,3,3,DEBIT,2042.21,Flipkart,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-06-09T04:45:01.430392
130,3,3,DEBIT,755.02,Airtel,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-08-28T04:45:01.430392
131,3,3,DEBIT,4280.57,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-04-22T04:45:01.430392
132,3,3,DEBIT,3058.0,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-05-30T04:45:01.430392
133,3,3,DEBIT,3926.45,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-05-27T04:45:01.430392
134,3,3,DEBIT,4106.61,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-08-30T04:45:01.430392
135,3,3,DEBIT,2761.1,Uber,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-06-14T04:45:01.430392
136,3,3,DEBIT,2665.16,Flipkart,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-07-20T04:45:01.430392
137,3,3,DEBIT,3001.37,Swiggy,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-07-17T04:45:01.430392
138,3,3,DEBIT,661.61,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-04-23T04:45:01.430392
139,3,3,DEBIT,690.05,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-07-03T04:45:01.430392
140,3,3,DEBIT,1164.7,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-05-26T04:45:01.430392
141,3,3,DEBIT,2592.85,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-04-06T04:45:01.430392
142,3,3,DEBIT,3079.17,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-04-23T04:45:01.430392
143,3,3,DEBIT,2797.72,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-03-28T04:45:01.430392
144,3,3,DEBIT,3158.06,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-09-05T04:45:01.430392
145,3,3,DEBIT,1365.66,Swiggy,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-06-25T04:45:01.430392
146,3,3,DEBIT,1697.32,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-07-28T04:45:01.430392
147,3,3,DEBIT,811.05,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-03-28T04:45:01.430392
148,3,3,DEBIT,496.82,BigBasket,Groceries,Hyderabad,DEVICE_0003,,Groceries transaction,2026-04-03T04:45:01.430392
149,3,3,DEBIT,591.4,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-04-30T04:45:01.430392
150,3,3,DEBIT,1804.69,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-05-19T04:45:01.430392
151,3,3,DEBIT,871.44,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-06-25T04:45:01.430392
152,3,3,DEBIT,1583.68,Electricity Board,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-04-20T04:45:01.430392
153,3,3,DEBIT,562.39,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-08-30T04:45:01.430392
154,3,3,DEBIT,871.45,Swiggy,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-04-07T04:45:01.430392
155,3,3,DEBIT,3074.87,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-07-05T04:45:01.430392
156,3,3,DEBIT,3023.56,Reliance Fresh,Groceries,Hyderabad,DEVICE_0003,,Groceries transaction,2026-05-11T04:45:01.430392
157,3,3,DEBIT,2085.58,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-07-05T04:45:01.430392
158,3,3,DEBIT,3420.28,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-08-14T04:45:01.430392
159,3,3,DEBIT,2033.83,Ola,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-07-02T04:45:01.430392
160,3,3,DEBIT,3094.14,Apollo Pharmacy,Healthcare,Hyderabad,DEVICE_0003,,Healthcare transaction,2026-05-11T04:45:01.430392
161,3,3,DEBIT,3045.71,Netflix,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-09-01T04:45:01.430392
162,3,3,DEBIT,1886.03,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-04-12T04:45:01.430392
163,3,3,DEBIT,232.79,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-06-27T04:45:01.430392
164,3,3,DEBIT,3473.2,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-07-09T04:45:01.430392
165,3,3,DEBIT,1599.63,Uber,Transport,Hyderabad,DEVICE_0003,,Transport transaction,2026-09-11T04:45:01.430392
166,3,3,DEBIT,3386.45,Reliance Fresh,Groceries,Hyderabad,DEVICE_0003,,Groceries transaction,2026-07-30T04:45:01.430392
167,3,3,DEBIT,1821.81,Swiggy,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-03-16T04:45:01.430392
168,3,3,DEBIT,2333.91,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-03-25T04:45:01.430392
169,3,3,DEBIT,1710.73,Airtel,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-06-03T04:45:01.430392
170,3,3,DEBIT,3365.24,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-24T04:45:01.430392
171,3,3,DEBIT,2161.12,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-08-24T04:45:01.430392
172,3,3,DEBIT,1535.39,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-26T04:45:01.430392
173,3,3,DEBIT,1925.1,BookMyShow,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-04-02T04:45:01.430392
174,3,3,DEBIT,1434.95,BigBasket,Groceries,Hyderabad,DEVICE_0003,,Groceries transaction,2026-06-01T04:45:01.430392
175,3,3,DEBIT,4321.41,Amazon,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-07-31T04:45:01.430392
176,3,3,DEBIT,4242.13,Airtel,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-18T04:45:01.430392
177,3,3,DEBIT,3141.59,Jio,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-06-12T04:45:01.430392
178,3,3,DEBIT,2062.83,Flipkart,Shopping,Hyderabad,DEVICE_0003,,Shopping transaction,2026-08-16T04:45:01.430392
179,3,3,DEBIT,2058.42,Zomato,Food,Hyderabad,DEVICE_0003,,Food transaction,2026-06-02T04:45:01.430392
180,3,3,DEBIT,535.48,Netflix,Entertainment,Hyderabad,DEVICE_0003,,Entertainment transaction,2026-06-25T04:45:01.430392
181,3,3,DEBIT,1648.22,Electricity Board,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-06-19T04:45:01.430392
182,3,3,DEBIT,917.18,Airtel,Utilities,Hyderabad,DEVICE_0003,,Utilities transaction,2026-05-05T04:45:01.430392
183,3,3,DEBIT,686.39,Apollo Pharmacy,Healthcare,Hyderabad,DEVICE_0003,,Healthcare transaction,2026-05-05T04:45:01.430392
184,4,4,CREDIT,133211.61,Employer,Salary,Delhi,DEVICE_0004,,Monthly salary credit,2026-09-06T04:45:01.430392
185,4,4,DEBIT,3853.39,Airtel,Utilities,Delhi,DEVICE_0004,,Utilities transaction,2026-03-31T04:45:01.430392
186,4,4,DEBIT,1744.38,Jio,Utilities,Delhi,DEVICE_0004,,Utilities transaction,2026-08-17T04:45:01.430392
187,4,4,DEBIT,2876.64,Swiggy,Food,Delhi,DEVICE_0004,,Food transaction,2026-07-30T04:45:01.430392
188,4,4,DEBIT,1798.55,BookMyShow,Entertainment,Delhi,DEVICE_0004,,Entertainment transaction,2026-03-29T04:45:01.430392
189,4,4,DEBIT,2052.4,Flipkart,Shopping,Delhi,DEVICE_0004,,Shopping transaction,2026-04-05T04:45:01.430392
190,4,4,DEBIT,5051.52,Reliance Fresh,Groceries,Delhi,DEVICE_0004,,Groceries transaction,2026-04-21T04:45:01.430392
191,4,4,DEBIT,6259.46,Airtel,Utilities,Delhi,DEVICE_0004,,Utilities transaction,2026-03-22T04:45:01.430392
192,4,4,DEBIT,6923.72,BookMyShow,Entertainment,Delhi,DEVICE_0004,,Entertainment transaction,2026-04-06T04:45:01.430392
193,4,4,DEBIT,9237.37,Ola,Transport,Delhi,DEVICE_0004,,Transport transaction,2026-04-05T04:45:01.430392
194,4,4,DEBIT,1778.55,Ola,Transport,Delhi,DEVICE_0004,,Transport transaction,2026-08-26T04:45:01.430392
195,4,4,DEBIT,4824.14,Reliance Fresh,Groceries,Delhi,DEVICE_0004,,Groceries transaction,2026-06-27T04:45:01.430392
196,4,4,DEBIT,3072.24,Airtel,Utilities,Delhi,DEVICE_0004,,Utilities transaction,2026-08-29T04:45:01.430392
197,4,4,DEBIT,5505.19,Ola,Transport,Delhi,DEVICE_0004,,Transport transaction,2026-06-25T04:45:01.430392
198,4,4,DEBIT,4925.63,Reliance Fresh,Groceries,Delhi,DEVICE_0004,,Groceries transaction,2026-08-29T04:45:01.430392
199,4,4,DEBIT,8896.99,Ola,Transport,Delhi,DEVICE_0004,,Transport transaction,2026-08-24T04:45:01.430392
200,4,4,DEBIT,9237.4,Apollo Pharmacy,Healthcare,Delhi,DEVICE_0004,,Healthcare transaction,2026-08-20T04:45:01.430392
201,4,4,DEBIT,6412.25,BookMyShow,Entertainment,Delhi,DEVICE_0004,,Entertainment transaction,2026-06-06T04:45:01.430392
202,4,4,DEBIT,6268.46,Reliance Fresh,Groceries,Delhi,DEVICE_0004,,Groceries transaction,2026-09-02T04:45:01.430392
203,4,4,DEBIT,9705.87,Reliance Fresh,Groceries,Delhi,DEVICE_0004,,Groceries transaction,2026-04-19T04:45:01.430392
204,4,4,DEBIT,2168.41,Apollo Pharmacy,Healthcare,Delhi,DEVICE_0004,,Healthcare transaction,2026-04-11T04:45:01.430392
