id,loan_id,customer_id,due_date,amount,paid_amount,status,paid_at
163,28,51,2026-04-15,21784.81,21784.81,paid,2026-04-15
164,28,51,2026-05-15,21784.81,21784.81,paid,2026-05-15
165,28,51,2026-06-14,21784.81,21784.81,paid,2026-06-14
166,28,51,2026-07-14,21784.81,21784.81,paid,2026-07-14
167,28,51,2026-08-13,21784.81,21784.81,paid,2026-08-13
168,28,51,2026-09-12,21784.81,21784.81,paid,2026-09-12
169,29,52,2026-04-15,69402.43,69402.43,paid,2026-04-15
170,29,52,2026-05-15,69402.43,69402.43,paid,2026-05-15
171,29,52,2026-06-14,69402.43,69402.43,paid,2026-06-14
172,29,52,2026-07-14,69402.43,0.0,missed,
173,29,52,2026-08-13,69402.43,69402.43,paid,2026-08-13
174,29,52,2026-09-12,69402.43,69402.43,paid,2026-09-12
175,30,53,2026-04-15,11641.91,11641.91,paid,2026-04-15
176,30,53,2026-05-15,11641.91,11641.91,paid,2026-05-15
177,30,53,2026-06-14,11641.91,11641.91,paid,2026-06-14
178,30,53,2026-07-14,11641.91,11641.91,paid,2026-07-14
179,30,53,2026-08-13,11641.91,11641.91,paid,2026-08-13
180,30,53,2026-09-12,11641.91,11641.91,paid,2026-09-12
181,31,56,2026-04-15,21988.68,21988.68,paid,2026-04-15
182,31,56,2026-05-15,21988.68,21988.68,paid,2026-05-15
183,31,56,2026-06-14,21988.68,21988.68,paid,2026-06-14
184,31,56,2026-07-14,21988.68,21988.68,paid,2026-07-14
185,31,56,2026-08-13,21988.68,0.0,missed,
186,31,56,2026-09-12,21988.68,21988.68,paid,2026-09-12
187,32,57,2026-04-15,69157.46,69157.46,paid,2026-04-15
188,32,57,2026-05-15,69157.46,69157.46,paid,2026-05-15
189,32,57,2026-06-14,69157.46,0.0,pending,
190,32,57,2026-07-14,69157.46,69157.46,paid,2026-07-14
191,32,57,2026-08-13,69157.46,69157.46,paid,2026-08-13
192,32,57,2026-09-12,69157.46,0.0,pending,
193,33,58,2026-04-15,17944.39,17944.39,paid,2026-04-15
194,33,58,2026-05-15,17944.39,17944.39,paid,2026-05-15
195,33,58,2026-06-14,17944.39,0.0,pending,
196,33,58,2026-07-14,17944.39,17944.39,paid,2026-07-14
197,33,58,2026-08-13,17944.39,17944.39,paid,2026-08-13
198,33,58,2026-09-12,17944.39,17944.39,paid,2026-09-12
199,34,59,2026-04-15,13559.48,13559.48,paid,2026-04-15
200,34,59,2026-05-15,13559.48,13559.48,paid,2026-05-15
201,34,59,2026-06-14,13559.48,13559.48,paid,2026-06-14
202,34,59,2026-07-14,13559.48,0.0,missed,
203,34,59,2026-08-13,13559.48,0.0,pending,
204,34,59,2026-09-12,13559.48,13559.48,paid,2026-09-12
205,35,61,2026-04-15,53585.59,53585.59,paid,2026-04-15
206,35,61,2026-05-15,53585.59,53585.59,paid,2026-05-15
207,35,61,2026-06-14,53585.59,53585.59,paid,2026-06-14
208,35,61,2026-07-14,53585.59,53585.59,paid,2026-07-14
209,35,61,2026-08-13,53585.59,53585.59,paid,2026-08-13
210,35,61,2026-09-12,53585.59,53585.59,paid,2026-09-12
211,36,67,2026-04-15,23514.05,0.0,pending,
212,36,67,2026-05-15,23514.05,23514.05,paid,2026-05-15
213,36,67,2026-06-14,23514.05,23514.05,paid,2026-06-14
214,36,67,2026-07-14,23514.05,23514.05,paid,2026-07-14
215,36,67,2026-08-13,23514.05,0.0,pending,
216,36,67,2026-09-12,23514.05,23514.05,paid,2026-09-12
217,37,68,2026-04-15,7423.83,0.0,pending,
218,37,68,2026-05-15,7423.83,0.0,missed,
219,37,68,2026-06-14,7423.83,7423.83,paid,2026-06-14
220,37,68,2026-07-14,7423.83,7423.83,paid,2026-07-14
221,37,68,2026-08-13,7423.83,7423.83,paid,2026-08-13
222,37,68,2026-09-12,7423.83,7423.83,paid,2026-09-12
223,38,74,2026-04-15,7561.14,7561.14,paid,2026-04-15
224,38,74,2026-05-15,7561.14,7561.14,paid,2026-05-15
225,38,74,2026-06-14,7561.14,0.0,pending,
226,38,74,2026-07-14,7561.14,7561.14,paid,2026-07-14
227,38,74,2026-08-13,7561.14,7561.14,paid,2026-08-13
228,38,74,2026-09-12,7561.14,7561.14,paid,2026-09-12
229,39,75,2026-04-15,16957.1,16957.1,paid,2026-04-15
230,39,75,2026-05-15,16957.1,0.0,missed,
231,39,75,2026-06-14,16957.1,0.0,pending,
232,39,75,2026-07-14,16957.1,16957.1,paid,2026-07-14
233,39,75,2026-08-13,16957.1,16957.1,paid,2026-08-13
234,39,75,2026-09-12,16957.1,16957.1,paid,2026-09-12
235,40,77,2026-04-15,13012.19,13012.19,paid,2026-04-15
236,40,77,2026-05-15,13012.19,13012.19,paid,2026-05-15
237,40,77,2026-06-14,13012.19,13012.19,paid,2026-06-14
238,40,77,2026-07-14,13012.19,13012.19,paid,2026-07-14
239,40,77,2026-08-13,13012.19,13012.19,paid,2026-08-13
240,40,77,2026-09-12,13012.19,13012.19,paid,2026-09-12
241,41,78,2026-04-15,17519.66,17519.66,paid,2026-04-15
242,41,78,2026-05-15,17519.66,17519.66,paid,2026-05-15
243,41,78,2026-06-14,17519.66,17519.66,paid,2026-06-14
244,41,78,2026-07-14,17519.66,17519.66,paid,2026-07-14
245,41,78,2026-08-13,17519.66,17519.66,paid,2026-08-13
246,41,78,2026-09-12,17519.66,17519.66,paid,2026-09-12
247,42,84,2026-04-15,44817.7,44817.7,paid,2026-04-15
248,42,84,2026-05-15,44817.7,44817.7,paid,2026-05-15
249,42,84,2026-06-14,44817.7,44817.7,paid,2026-06-14
250,42,84,2026-07-14,44817.7,44817.7,paid,2026-07-14
251,42,84,2026-08-13,44817.7,44817.7,paid,2026-08-13
252,42,84,2026-09-12,44817.7,44817.7,paid,2026-09-12
253,43,89,2026-04-15,5735.24,5735.24,paid,2026-04-15
254,43,89,2026-05-15,5735.24,5735.24,paid,2026-05-15
255,43,89,2026-06-14,5735.24,5735.24,paid,2026-06-14
256,43,89,2026-07-14,5735.24,5735.24,paid,2026-07-14
257,43,89,2026-08-13,5735.24,0.0,pending,
258,43,89,2026-09-12,5735.24,0.0,missed,
259,44,92,2026-04-15,8506.97,8506.97,paid,2026-04-15
260,44,92,2026-05-15,8506.97,8506.97,paid,2026-05-15
261,44,92,2026-06-14,8506.97,8506.97,paid,2026-06-14
262,44,92,2026-07-14,8506.97,8506.97,paid,2026-07-14
263,44,92,2026-08-13,8506.97,0.0,missed,
264,44,92,2026-09-12,8506.97,8506.97,paid,2026-09-12
265,45,93,2026-04-15,10011.91,10011.91,paid,2026-04-15
266,45,93,2026-05-15,10011.91,10011.91,paid,2026-05-15
267,45,93,2026-06-14,10011.91,10011.91,paid,2026-06-14
268,45,93,2026-07-14,10011.91,0.0,pending,
269,45,93,2026-08-13,10011.91,0.0,pending,
270,45,93,2026-09-12,10011.91,10011.91,paid,2026-09-12
271,46,97,2026-04-15,38938.56,38938.56,paid,2026-04-15
272,46,97,2026-05-15,38938.56,38938.56,paid,2026-05-15
273,46,97,2026-06-14,38938.56,38938.56,paid,2026-06-14
274,46,97,2026-07-14,38938.56,38938.56,paid,2026-07-14
275,46,97,2026-08-13,38938.56,38938.56,paid,2026-08-13
276,46,97,2026-09-12,38938.56,38938.56,paid,2026-09-12
277,47,99,2026-04-15,10891.61,10891.61,paid,2026-04-15
278,47,99,2026-05-15,10891.61,10891.61,paid,2026-05-15
279,47,99,2026-06-14,10891.61,10891.61,paid,2026-06-14
280,47,99,2026-07-14,10891.61,10891.61,paid,2026-07-14
281,47,99,2026-08-13,10891.61,10891.61,paid,2026-08-13
282,47,99,2026-09-12,10891.61,10891.61,paid,2026-09-12
